name,address,gender,furnished,parking_area,kitchen_room,wifi,guest_room,laundry,rooftop,description,room_index,room_name,room_size,room_info,room_facilities,room_price
109 Residence Ciumbuleuit Bandung,"Jl. Ciumbuleuit No.109a, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kamu bisa ngekost di Bandung yang selangkah ke kampus, lho, kalau tinggal di 109 Residence Ciumbuleuit Bandung. Ya, kost eksklusif Bandung ini letaknya hanya 400 meter dari Universitas Katolik Parahyangan atau 1 menit berkendara dan sekitar 5 menit berjalan kaki.Dekat juga bagi mahasiswa ITB atau UNPAD Dipati Ukur karena kamu bisa mencapai kampus sekitar 10 menit. Selain itu, kost Bandung ini pun cocok bagi pekerja yang berkantor di daerah Pasteur, Dipati Ukur, atau Asia Afrika karena perjalanannya nggak sampai 30 menit berkendara.Tinggal di kost Bandung ini nggak perlu pusing mikirin soal isi perut. Ada banyak kafe dan resto yang bisa kamu pilih, mulai dari McDonald’s, Kilogram, Saka Bistro & Bar, atau Jurnal Risa Coffee Dago. Butuh belanja bulanan? Tinggal mampir ke Borma Toserba Setiabudi atau Dago.Semua kamar di 109 Residence Ciumbuleuit Bandung sudah berperabot lengkap dengan kamar mandi dalam dan water heater. Kamu bisa menggunakan area komunal, dapur bersama, dan area parkir jika membawa kendaraan pribadi.Kost di Bandung ini juga dilengkapi CCTV untuk menambah kenyamanan penghuni. Tersedia pula fasilitas laundry, tetapi untuk jasa pembersihan kamar harus request dulu. Sudah siap booking kamarmu? Pilih sekarang sebelum kehabisan!Cari kost lain di Bandung.",5,Master Twin A,Luas kamar: 15m2,"2 Tempat tidur (100x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 2.200.000/bulan
Darmo Residence Bandung,"Jl. DR. Djundjunan Dalam II No.7, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Kamu punya pilihan bagus untuk kost di Bandung, nih! Cek fasilitas komplet dari Darmo Residence Bandung dengan lokasi strategis dan harga bersaing.Pas buat mahasiswa Universitas Kristen Maranatha karena jaraknya cuma 4 menit berkendara, sementara ITB, UNPAD Dipatiukur, dan Universitas Islam Bandung bisa dicapai kurang dari 10 menit saja.Kost di Bandung ini juga dekat ke banyak tempat kuliner, sebut saja Mie Gacoan Paskal, RM Saung Kabayan, hingga Sederhana. Minimarket pun mudah ditemukan karena bertebaran hotel dan travel di sekitar kost Bandung ini. Ya, gampang banget kalau ke luar kota!Semua kamar sudah memiliki furnitur dengan TV dan Wi-Fi, serta pilihan kamar mandi dalam atau luar. Kamu juga bisa mengakses fasilitas area komunal, dapur bersama, hingga rooftop! Tersedia pula area parkir jika membawa kendaraan sendiri.Makin nyaman karena kost di Bandung ini dilengkapi CCTV dan tagihan bulanannya sudah termasuk listrik! Dijamin pengeluaran makin hemat, deh. Ayo, segera pindah ke Rukita!Cari kost lain di Bandung.",0,Pocket Single shared Bathroom,"Luas kamar: 5,80m2","1 Tempat tidur (120x200) 1 orang, Termasuk listrik, Kamar mandi luar, Shower, Pemanas air","Kursi, Lemari, Meja, TV",Rp 1.450.000/bulan
Darmo Residence Bandung,"Jl. DR. Djundjunan Dalam II No.7, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Kamu punya pilihan bagus untuk kost di Bandung, nih! Cek fasilitas komplet dari Darmo Residence Bandung dengan lokasi strategis dan harga bersaing.Pas buat mahasiswa Universitas Kristen Maranatha karena jaraknya cuma 4 menit berkendara, sementara ITB, UNPAD Dipatiukur, dan Universitas Islam Bandung bisa dicapai kurang dari 10 menit saja.Kost di Bandung ini juga dekat ke banyak tempat kuliner, sebut saja Mie Gacoan Paskal, RM Saung Kabayan, hingga Sederhana. Minimarket pun mudah ditemukan karena bertebaran hotel dan travel di sekitar kost Bandung ini. Ya, gampang banget kalau ke luar kota!Semua kamar sudah memiliki furnitur dengan TV dan Wi-Fi, serta pilihan kamar mandi dalam atau luar. Kamu juga bisa mengakses fasilitas area komunal, dapur bersama, hingga rooftop! Tersedia pula area parkir jika membawa kendaraan sendiri.Makin nyaman karena kost di Bandung ini dilengkapi CCTV dan tagihan bulanannya sudah termasuk listrik! Dijamin pengeluaran makin hemat, deh. Ayo, segera pindah ke Rukita!Cari kost lain di Bandung.",1,Pocket Single with Bathroom,"Luas kamar: 6,70m2","1 Tempat tidur (120x200) 1 orang, Termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja, TV",Rp 1.650.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",0,Compact Single with Bathroom,Luas kamar: 9m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 850.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",1,Compact Single with Window,"Luas kamar: 9,50m2","1 Tempat tidur (9,50) 1 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja",Rp 950.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",2,Regular Single with Bathroom,"Luas kamar: 11,30m2","1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.050.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",3,Regular Single with Window,"Luas kamar: 11,90m2","1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.150.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",4,Superior Single with Bathroom,"Luas kamar: 14,30m2","1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.200.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",5,Superior Single B,Luas kamar: 13m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi luar, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.250.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",6,Superior Single with Window,"Luas kamar: 13,50m2","1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.300.000/bulan
Asli 1 Sukajadi Bandung,"Gang Asli 1 Belakang no. 9, Jl. Sukajadi, Sukabungah, Sukajadi, Bandung",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Buat kamu yang sedang mencari kost di Sukajadi Bandung, nih, bisa mempertimbangkan Asli 1 Sukajadi Bandung. Kost campur ini cocok buat mahasiswa karena lokasinya strategis ke berbagai kampus ternama Bandung.Institut Teknologi Bandung dan Telkom University berjarak 9 menit berkendara, sementara Universitas Kristen Maranatha Bandung hanya 15 menit dari kost Sukajadi Bandung ini. Pas juga buat mahasiswa Universitas Katolik Parahyangan karena kamu cuma butuh 10 menit untuk sampai kampus.Di sekitar kost Sukajadi Bandung ini juga banyak penjual makanan jadi kamu nggak perlu panik saat terserang lapar. Ada Iga Bakar Si Jangkung, Mie Gacoan Paskal, Zona Merah (Zomer) Sukajadi, hingga PVJ Bandung yang berjarak 3 menit dari kost Sukajadi ini.Asli 1 Sukajadi Bandung ini menawarkan kamar furnitur lengkap dengan kamar mandi dalam. Fasilitas juga termasuk dapur bersama, area parkir motor, serta laundry. Ayo, pesan kamarmu di kost Sukajadi Bandung ini sekarang juga!Cari kost lain di Bandung.",7,Master Single with Bathroom,Luas kamar: 16m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.450.000/bulan
Sukagalih 74 Pasteur Bandung,"Jl. Sukagalih No.74/H-7, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Mau ngekost rasa sultan dengan harga terjangkau? Kamu bisa pilih Sukagalih 74 Pasteur Bandung. Kost di Pasteur Bandung ini punya fasilitas sekelas apartemen dan berada di lokasi strategis.Seperti standar unit coliving Rukita lainnya, kost mahasiswa di Bandung ini menawarkan kamar yang sudah berperabot lengkap dengan kamar mandi dalam, AC, dan Wi-Fi. Selain itu kamu bakal betah karena ada juga area komunal, rooftop untuk bersantai, dapur bersama, juga area parkir jika membawa kendaraan pribadi.Istirahat pun makin optimal karena nggak perlu pusing memikirkan soal keamanan. Pasalnya ada CCTV yang beroperasi 24 jam untuk menjaga kost di Pasteur Bandung ini. Mantul banget nggak, tuh?Sukagalih 74 Pasteur Bandung dekat ke kampus ternama di Bandung, lho. Hanya 10 menit ke Institut Teknologi Bandung, sementara ke Universitas Kristen Maranatha butuh 12 menit berkendara. Pas juga untuk mahasiswa Universitas Katolik Parahyangan dan Universitas Pendidikan Indonesia karena sekitar 14 menit berkendara.Kost Pasteur Bandung ini dikelilingi oleh banyak tempat kuliner, cafe kekinian, dan resto. Kamu nggak akan pernah kekurangan pilihan untuk nongkrong atau mengisi perut, deh. Ada Mooja Cafe, Republic Kebab Premium, bahkan mal PVJ Bandung hanya 7 menit berkendara jauhnya.Selain itu, kamu yang sedang merantau untuk bekerja di Bandung juga nggak akan kesulitan bermobilisasi. Mau ke area perkantoran di Cihampelas atau Dago? Kamu selalu bisa menggunakan angkot hingga taksi online dari depan kost.Jangan sampai kehabisan kamar incaranmu di Sukagalih 74 Pasteur Bandung. Kapan lagi bisa tinggal di kost eksklusif di Bandung yang #SenyamanDiRumah?Cari kost lain di Bandung",0,Compact Single,"Luas kamar: 7,60m2","1 Tempat tidur (120x200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","AC, Lemari, Meja, Sprei, TV",Rp 2.300.000/bulan
Sukagalih 74 Pasteur Bandung,"Jl. Sukagalih No.74/H-7, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Mau ngekost rasa sultan dengan harga terjangkau? Kamu bisa pilih Sukagalih 74 Pasteur Bandung. Kost di Pasteur Bandung ini punya fasilitas sekelas apartemen dan berada di lokasi strategis.Seperti standar unit coliving Rukita lainnya, kost mahasiswa di Bandung ini menawarkan kamar yang sudah berperabot lengkap dengan kamar mandi dalam, AC, dan Wi-Fi. Selain itu kamu bakal betah karena ada juga area komunal, rooftop untuk bersantai, dapur bersama, juga area parkir jika membawa kendaraan pribadi.Istirahat pun makin optimal karena nggak perlu pusing memikirkan soal keamanan. Pasalnya ada CCTV yang beroperasi 24 jam untuk menjaga kost di Pasteur Bandung ini. Mantul banget nggak, tuh?Sukagalih 74 Pasteur Bandung dekat ke kampus ternama di Bandung, lho. Hanya 10 menit ke Institut Teknologi Bandung, sementara ke Universitas Kristen Maranatha butuh 12 menit berkendara. Pas juga untuk mahasiswa Universitas Katolik Parahyangan dan Universitas Pendidikan Indonesia karena sekitar 14 menit berkendara.Kost Pasteur Bandung ini dikelilingi oleh banyak tempat kuliner, cafe kekinian, dan resto. Kamu nggak akan pernah kekurangan pilihan untuk nongkrong atau mengisi perut, deh. Ada Mooja Cafe, Republic Kebab Premium, bahkan mal PVJ Bandung hanya 7 menit berkendara jauhnya.Selain itu, kamu yang sedang merantau untuk bekerja di Bandung juga nggak akan kesulitan bermobilisasi. Mau ke area perkantoran di Cihampelas atau Dago? Kamu selalu bisa menggunakan angkot hingga taksi online dari depan kost.Jangan sampai kehabisan kamar incaranmu di Sukagalih 74 Pasteur Bandung. Kapan lagi bisa tinggal di kost eksklusif di Bandung yang #SenyamanDiRumah?Cari kost lain di Bandung",1,Regular Single,"Luas kamar: 11,40m2","1 Tempat tidur (120x200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja, Sprei, TV",Rp 2.450.000/bulan
Sukagalih 74 Pasteur Bandung,"Jl. Sukagalih No.74/H-7, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Mau ngekost rasa sultan dengan harga terjangkau? Kamu bisa pilih Sukagalih 74 Pasteur Bandung. Kost di Pasteur Bandung ini punya fasilitas sekelas apartemen dan berada di lokasi strategis.Seperti standar unit coliving Rukita lainnya, kost mahasiswa di Bandung ini menawarkan kamar yang sudah berperabot lengkap dengan kamar mandi dalam, AC, dan Wi-Fi. Selain itu kamu bakal betah karena ada juga area komunal, rooftop untuk bersantai, dapur bersama, juga area parkir jika membawa kendaraan pribadi.Istirahat pun makin optimal karena nggak perlu pusing memikirkan soal keamanan. Pasalnya ada CCTV yang beroperasi 24 jam untuk menjaga kost di Pasteur Bandung ini. Mantul banget nggak, tuh?Sukagalih 74 Pasteur Bandung dekat ke kampus ternama di Bandung, lho. Hanya 10 menit ke Institut Teknologi Bandung, sementara ke Universitas Kristen Maranatha butuh 12 menit berkendara. Pas juga untuk mahasiswa Universitas Katolik Parahyangan dan Universitas Pendidikan Indonesia karena sekitar 14 menit berkendara.Kost Pasteur Bandung ini dikelilingi oleh banyak tempat kuliner, cafe kekinian, dan resto. Kamu nggak akan pernah kekurangan pilihan untuk nongkrong atau mengisi perut, deh. Ada Mooja Cafe, Republic Kebab Premium, bahkan mal PVJ Bandung hanya 7 menit berkendara jauhnya.Selain itu, kamu yang sedang merantau untuk bekerja di Bandung juga nggak akan kesulitan bermobilisasi. Mau ke area perkantoran di Cihampelas atau Dago? Kamu selalu bisa menggunakan angkot hingga taksi online dari depan kost.Jangan sampai kehabisan kamar incaranmu di Sukagalih 74 Pasteur Bandung. Kapan lagi bisa tinggal di kost eksklusif di Bandung yang #SenyamanDiRumah?Cari kost lain di Bandung",2,Regular Single with Window,"Luas kamar: 10,30m2","1 Tempat tidur (120x200) 1 orang, Termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja, Sprei, TV",Rp 2.550.000/bulan
Sukagalih 74 Pasteur Bandung,"Jl. Sukagalih No.74/H-7, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,No,No,No,No,"Mau ngekost rasa sultan dengan harga terjangkau? Kamu bisa pilih Sukagalih 74 Pasteur Bandung. Kost di Pasteur Bandung ini punya fasilitas sekelas apartemen dan berada di lokasi strategis.Seperti standar unit coliving Rukita lainnya, kost mahasiswa di Bandung ini menawarkan kamar yang sudah berperabot lengkap dengan kamar mandi dalam, AC, dan Wi-Fi. Selain itu kamu bakal betah karena ada juga area komunal, rooftop untuk bersantai, dapur bersama, juga area parkir jika membawa kendaraan pribadi.Istirahat pun makin optimal karena nggak perlu pusing memikirkan soal keamanan. Pasalnya ada CCTV yang beroperasi 24 jam untuk menjaga kost di Pasteur Bandung ini. Mantul banget nggak, tuh?Sukagalih 74 Pasteur Bandung dekat ke kampus ternama di Bandung, lho. Hanya 10 menit ke Institut Teknologi Bandung, sementara ke Universitas Kristen Maranatha butuh 12 menit berkendara. Pas juga untuk mahasiswa Universitas Katolik Parahyangan dan Universitas Pendidikan Indonesia karena sekitar 14 menit berkendara.Kost Pasteur Bandung ini dikelilingi oleh banyak tempat kuliner, cafe kekinian, dan resto. Kamu nggak akan pernah kekurangan pilihan untuk nongkrong atau mengisi perut, deh. Ada Mooja Cafe, Republic Kebab Premium, bahkan mal PVJ Bandung hanya 7 menit berkendara jauhnya.Selain itu, kamu yang sedang merantau untuk bekerja di Bandung juga nggak akan kesulitan bermobilisasi. Mau ke area perkantoran di Cihampelas atau Dago? Kamu selalu bisa menggunakan angkot hingga taksi online dari depan kost.Jangan sampai kehabisan kamar incaranmu di Sukagalih 74 Pasteur Bandung. Kapan lagi bisa tinggal di kost eksklusif di Bandung yang #SenyamanDiRumah?Cari kost lain di Bandung",3,Studio Single A,"Luas kamar: 32,40m2","1 Tempat tidur (120x200) 1 orang, Termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja, Sofa, Sprei, TV",Rp 3.950.000/bulan
AA 187 Bandung,"Jl. Astana Anyar No.187, RT 002/007, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,Yes,No,No,No,"Buat kamu yang harus ngekost di Bandung, nggak perlu pusing lagi! Ada AA 187 Bandung dengan fasilitas lengkap. Apalagi harganya bersahabat karena tagihan bulanan termasuk listrik sehingga nggak bikin kantong jebol saat harus merantau.Kamar di kost Bandung ini sudah berfurnitur lengkap dengan TV dan Wi-Fi, serta pilihan kamar mandi dalam atau di luar kamar. Kamu juga bisa menggunakan area komunal, dapur bersama, hingga lahan parkir. Keamanan terjamin karena ada CCTV, sementara fasilitas laundry memungkinkan kamu beristirahat optimal.Lokasi AA 187 Bandung sangat dekat ke fasilitas publik maupun kampus ternama di Bandung. Hanya 6 menit berkendara saja untuk mencari Universitas Pasundan dan RS Immanuel Bandung, lho. Mau healing atau rekreasi pun mudah karena kamu cuma butuh 5 menit menuju Alun-Alun Kota Bandung atau Lapangan Tegallega.Butuh belanja harian atau bulanan? Di sekitar kost Bandung ini ada minimarket dan cukup dekat ke mal maupun pasar, seperti Pasar Anyar yang bisa dicapai 1 menit berjalan kaki. Mencapai Pasar Baru hanya butuh 9 menit berkendara, sementara Kings Shopping Centre cukup 10 menit saja.Yang harus di-highlight lagi adalah kemudahan mendapatkan kuliner di kost Astana Anyar Bandung ini. Dengan berjalan kaki, nih, kamu sudah bisa menemukan AA Bistik, Batagor Haji Yunus, Seoltang Indonesia, hingga Seblak Syahrini. Lengkap banget!Jangan sampai kamu kalah cepat untuk mendapatkan kamar incaranmu di AA 187 Bandung. Ayo, booking sekarang!Cari kost lain di Bandung",0,Compact Single A,"Luas kamar: 8,50m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja, Sprei, TV",Rp 1.100.000/bulan
