post_id,food_id,user_id,content,likes,type
6,179813,269829,"I tried this recipe for a potluck and we loved it! (I tripled the recipe.) It is a very aromatic dish that scents the whole house. Mmm! The only changes made were: I snipped the sun-dried tomatoes into small bits and by the time I had added about 2/3 cup of them to the edamame it looked like more would overwhelm the salad, so I didn't triple the amount of sun-dried tomatoes, but sliced and added about a pound of fresh ripe cherry tomatoes, instead. I couldn't find feta cheese, so substituted goat cheese (I read that it's a healthier cheese, anyway, with less fat and less salt). For the dressing (step 2), I decided I would like my garlic pureed, so I mixed the dressing in the blender. I feel like I have too many vinegars already on hand, so used red wine vinegar instead of buying white. I couldn't find white balsamic vinegar, so substituted what I found, which was golden balsamic vinegar. I also had forgotten to buy fresh oregano, so substituted 1/3 as much dried oregano, and I used extra-virgin olive oil. I mixed the edamame, tomatoes, onions and olives, then added the dressing. I found I needed only half of the dressing, so have kept the rest of the dressing aside, in a container in the fridge. Next time I will reduce those ingredients by half. This helps make the recipe lower in fat, too. The cheese was added just before serving. On re-visiting the left-overs the day after, I have found that even if certain ingredients are left out, it still is terrific! My husband picks out the onion and I pick out the olives, but it's delicious even without those. Some of the salad was left without cheese because there were vegans at the potluck -- and it tastes delicious without the cheese, as well.",0,tweak
7,179813,11176,"Very tasty! I omitted the sun-dried tomatoes for our tastebuds, subbed white onions for red, regular balsamic for white and kalamata for black olives, but it turned out very nice and something I'll definitely make again. Thank you, Chef #338124!",0,tweak
1,7968,4399,"I found this recipe to be very good, but only gave it four stars as it called for (in my opinion) way too much celery and onions. I cut the onions back to 1/2 cup and the celery to 1 cup. I also added 1/3 cup grated carrots. My husband loved it!",10,review
2,7968,2041603,"I've had this with the lemon juice and without as well as with chicken and with beef broth. Each time tasted great. It does take a little bit of time to cut up the onion, potato and carrot but it's worth it. Great soup.",1,review
3,7968,1223517,"Love this soup. First time i made this with homemade veg and chicken stock and 2nd time just homemade veg stock with a chicken stock cube. The first method seemed better",1,review
4,7968,55589,"This bean soup has become a staple in my house. And it's proof that a bean soup does NOT need pork or bacon in it to be delicious. The only thing I do differently is add an extra potato for more thickness. Great recipe!",1,review
5,7968,965764,"Super tasty! And pretty easy to make too. I only had one can of cannelini beans on hand, so I improvised a bit. Reduced the amount of stock used in each of the steps (but used close to 3 cups total). Forgot the lemon juice and it still was delicious! Increased the rosemary since it's my favorite herb. Thanks so much for sharing...I know this will be in the regular rotation as we come into fall/winter.",0,review
1,243354,593513,"Oh my Lord !!! This was such a yummy salad and a such a fantastic dressing to go with it. Did everything as written but I did cut way back on the oil though and added extra capers....I love them. We found it had a lovely blend of the lemon and vinegar. It was actually a very quick salad to put together. I served it as a side to some manicotti's . I can see just eating a whole plate of just the salad and forget anything else. Will be making this salad often...Thanks so much for sharing Vicki.",0,review
2,243354,239758,"The salad mixture was very nice, but I prefer a dressing with more tang and less oil. Loved the capers though. I would add 1/4 teaspoon salt and use castor sugar in place of honey (or leave sweetener out completely). The honey taste was quite strong, but perhaps it was just my variety of honey. Thanks for posting.",0,review
3,243354,56003,"This was just straight out delicious! Everything I like, and still pretty good for me! Thnx for sharing it, Vicki. Made for a fellow Vagabond during ZWT 6.",0,review
4,243354,246482,"This is a keeper, Just love the dressing Made for ZWT4 for the Chic Chefs. Ps I finally gotto use the bottle of capers I bought months ago.",0,review
5,243354,251917,"ZWT4: OUTSTANDING!! The lemon caper vinaigrette definitely pulls this dish together - WOW!!",0,review
1,84978,593513,"This was such a flavorful salad. I made it according to the recipe except I cut the recipe in half and didn't use green peppers only because my friend doesn't like the green ones. Made this early in the morning to bring for lunch then added the avocado at lunchtime. The flavor of the balsamic dressing was really good with this salad. I had put the Za'aar seasoning,salt and pepper in with the oil and balsamic to mix all together then blended it in with the salad. So yummy and will be making this again. Made with Shish Taouk Recipe #66035 Thanks so much for sharing your recipe Sackville..We loved it and I will be making this again.",0,review
2,84978,545825,"I've had this in my cookbook for ages, but never made it because I didn't have Zatar seasoning. I finally found some though and made this salad. We really enjoyed it. Colorful, healthy, flavorful and easy!! As with every recipe I make that has a ""add ______ just before serving,"" I forgot to add the avocado! I did prepare this a couple hours ahead of time adding everything but the avocado. It smelled wonderful!! I also ended up roughly dicing the peppers after sauteing them. I just wanted everything to be about the same size. Thanks for posting this, I'll be making this one frequently.",0,review
3,84978,168282,"This is really, really good stuff. I mean really good! I didn't have the spice, so I used 1 tsp marjoram and thyme, 1 tbsp sesame. I also replaced the avocado with an english cucumber. Absolutely wonderful. Served with spinach pie.",0,review
4,84978,117438,"Oh Friedel, we really enjoyed this as a main dish salad. I cooked up all the capsicum and let it sit with the other ingredients until we were ready. The contrast of textures, colours, made it truly wonderful. Thanks again for sending the za'atar, I'll have to work on the substitute now because this is a definite make again. I too forgot the parsley, but it was still so flavoursome without. Next time I will add more artichokes as I accidentally bought too small a jar!",0,review
5,84978,37636,"This is an outstanding salad that is rich and full of exciting flavors that make a superb accompaniment to a Middle Eastern or mediterranean type meal. I served this with Chicken ala Turk, recipe 74351, and used this as a side salad. I think the ingredients could easily be adjusted to taste among the artichokes, peppers, chickpeas, and avocado. Roasted chicken would also be an interesting addition to this, I think, to make this a main dish salad. You might just need to add a little bit more dressing. I realized after the dinner was over that I had forgotten to add the parsley to this, and that would have added yet another dimension of flavor to an already fantastic salad, although it tasted great as it was. I am definitely going to be making this again! Thanks, SG!",0,review
6,84978,168282,"This is really, really good stuff. I mean really good! I didn't have the spice, so I used 1 tsp marjoram and thyme, 1 tbsp sesame. I also replaced the avocado with an english cucumber. Absolutely wonderful. Served with spinach pie.",0,tweak
1,290384,133174,"This was reduced to 2 servings and cooked in a 6-inch skillet. Made a lovely brunch for DH and me. By flipping this onto a plate and sliding it back into the pan, it was cooked entirely on top of the stove.",1,review
2,290384,2000407935,"This frittata has a great combination of flavors. Use the basic instructions to devise your own combinations. Saute the veggies, whisk up the eggs and spices, fry to set, broil to finish. I use a frittata to use up bits of leftover veggies and meats. Let your imagination take over! Mexican with Pico de Gallo and cumin, Italian with tomatoes and basil, American with hot dogs and cheddar.",0,review
3,290384,498271,"What a delightful meal! I used a little less oil, otherwise made as directed. Absolutely loved all that fresh basil with all those veggies and the feta. Easy to make and full of flavor - thanks for sharing a keeper!",0,review
4,290384,546010,"This is amazing. The flavor is perfect. I didn't tweak it, whatsoever. That has got to be a first! This will be in our rotation of meatless EGGSiting dinner dishes. The timing was spot on as well. Just perfect.",0,review
5,290384,222478,"Tasty! Beautiful combination of flavours and it was much enjoyed as a light dinner. I thought the quantity of olive oil may have been a little too much at first but using a good quality one it really added to the dish and kept it all nice and moist.",0,review
1,304676,2002305701,"Could you use salmon instead of mahi mahi?",0,review
2,304676,452355,"This was a great dinner. It was a little labor intensive, but well worth the end result and all the wonderful flavors. I used fresh herbs from my garden and kalamata olives. We did not modify this recipe a bit, nor would we recommend any changes. Thanks for a lovely meal and one that we will be making again.",0,review
3,304676,942099,"my boyfriend really loved this. he's not too big of an olive person but this really worked well for him.",0,review
4,304676,940393,"Quite tasty and good for a change of pace. In a pinch dry substitutions will work but of course compromise the fresh taste.",0,review
5,304676,866232,"Very tasty, fresh, and high end-tasting. My wife said it may have been the best meal I ever made--and I have made many good ones. Thanks for sharing this impressive recipe. P.S. - Prep time for me was much longer than 20 minutes maybe because of all the gathering, washing and chopping--maybe 50-60 minutes total.",0,review
1,214004,2002417202,"How long can this dip be made ahead of time??",0,question
2,214004,900992,"This is delicious! We had to make some changes because we ran out of some things. We used 1/4 c. half-and-half instead of 1/2 c. milk because we discovered that our milk was bad when we got ready to measure it. Also, we only had about 2/3 c. feta cheese left, so we put all of that in. I'm actually glad that's all we used because I think I would have found the feta flavor overpowering had we used the specified amount. Lastly, rather than roasting the red pepper and using it for garnish, I roasted it and just threw it into the food processor with the rest of the ingredients. Next time, I might cut back on the hot sauce. I like the heat it imparts, but the flavor is too prominent. I also think that I will throw the kalamata olives in with the rest of it next time, rather than using them for garnish.",0,review
3,214004,220348,"This is a creamy and smooth dip that everyone should try! It is also very refreshing, and made me think of summer, so I'll try again, then. The hot sauce made the dip a bit tangy as opposed to hot, but I kind of liked it that way. Veey good with pita bread.",0,review
4,214004,880889,"This recipe is a keeper! I had grown tired of hummus over the summer and was looking for something a little different. This was it! It is not really hot/spicy with the hot sauce, but well seasoned and the flavors really blend well together. A snap to make. Served with pita chips and cucumbers. I used low fat feta and it did not seem to affect the outcome. You'll get raves with this one!",0,review
5,214004,239758,"Wonderful dip that has a nice little kick to it. I used a little less milk because I added the moist roasted red pepper to the main dip mix. Served at work for Friday night drinks with cucumber slices, celery sticks and bread.",0,review
6,214004,945248,"Wow... This was good! We used Syrian bread wedges to scoop it up!",0,review
1,70005,11176,"Without knowing how many tomatoes to use, I settled on 7 medium-sized beauties. The end result was a tad over-seasoned; I think about 10-11 tomatoes of this size would have been perfect for me. I baked them for 6 hours and they were still a little wet to the touch, so I put them in the dehydrator overnight on a low setting and they came out nice. I had them in a pasta and prosciutto with arugula pesto last night and we both had seconds. Oh, the aroma... ~*inhales deeply*~ YUM! :) Thanks for the lovely recipe!",2,review
2,70005,56181,"These were very easy to make and very tasty! It doesn't say how many tomatoes to use, but I used about 5. I also didn't have the fresh spices on hand so I used about 1 tsp of garlic salt, 1 tsp basil, and 1 tsp of oregano, put them together in a ziploc baggie and ran my rolling pin over it a few times to make the spices extra fine. Anyway, this was a great way to use up some extra tomatoes and I will definitely make again!",2,review
3,70005,2001112113,"I didn't know you could make ""sun-dried"" tomatoes at home. They were so easy to make. Perfect in pastas!",1,review
4,70005,1666717,"This was a vary easy recipe. I used three different types of cherry tomatoes (yellow pear, sun sugar, and red cherry) and a food dehydrator instead of the oven they took about 12 hours to dry. They turned out awesome and we ended up doing about 2 gallons of tomatoes.",1,review
5,70005,231057,"Another great review for a great recipe! I put all the ""cleaned"" tomato pieces in a big bowl and drizzled with the olive oil and seasonings, then laid them out on the foil lined cookie sheet (quicker for me). Loved the aroma in the house while these were baking and they are so good. Put the pieces in small baggies for the freezer for future use also. (This is an experiment on my part - I have never frozen sun dried tomatoes.) Thanks for the wonderful recipe!",1,review
